# X, Y, Z, V, Ex, Ey, Ez
0.01 0 0.101 -2734.58 14816.4 81.5528 117601
0.011 0 0.101 -2772.1 55029 43.6163 100813
0.012 0 0.101 -2844.63 75949.9 17.2934 54694.9
0.013 0 0.101 -2924 39837 2.84217e-13 0.834608
0.014 0 0.101 -2924 308.815 0 0
0.015 0 0.101 -2924 154.408 0 0
0.016 0 0.101 -2924 0 0 0
0.017 0 0.101 -2924 0 0 0
0.018 0 0.101 -2924 -284160 0 0
0.019 0 0.101 -2924 -568320 0.00179158 0
0.02 0 0.101 -2357.91 -538501 0.0700016 43728.6
0.021 0 0.101 -1849.23 -484695 0.100481 53211.1
0.022 0 0.101 -1388.52 -450477 0.0754246 41278.8
0.023 0 0.101 -950 -311727 0 414563
0.024 0 0.101 -949.282 -171440 0.00163475 -20640.4
0.025 0 0.101 -789.611 -153792 0.0366319 -5487.46
0.026 0 0.101 -641.697 -144804 0.0279322 -1434.39
0.027 0 0.101 -500.002 -71123 -4.54747e-13 -0.0218868
0.028 0 0.101 -500 -371.689 6.96833e-05 0
0.029 0 0.101 -499.809 -185.995 0.00436156 -26.1895
0.03 0 0.101 -499.629 -172.196 0.00755594 -48.5858
0.031 0 0.101 -499.464 -154.551 0.00962803 -64.3357
0.032 0 0.101 -499.32 -131.119 0.0114269 -70.9376
0.033 0 0.101 -499.202 -98.0526 0.0123381 -67.8279
0.034 0 0.101 -499.124 -53.1599 0.0124482 -60.7705
0.035 0 0.101 -499.096 0 0 0
-0.035 0 0.102 -499.047 0 0 0
-0.034 0 0.102 -499.073 50.029 0.0209705 -39.6268
-0.033 0 0.102 -499.147 95.2296 0.0222589 -42.7618
-0.032 0 0.102 -499.263 132.951 0.0126359 -43.8909
-0.031 0 0.102 -499.413 163.157 0.0110909 -40.0262
-0.03 0 0.102 -499.59 186.953 0.00868728 -30.6173
-0.029 0 0.102 -499.787 204.73 0.00333785 -16.702
-0.028 0 0.102 -499.999 213.426 6.39652e-05 -0.0660747
-0.027 0 0.102 -500 70071.3 0 0
-0.026 0 0.102 -639.379 140491 -0.0365986 34.2253
-0.025 0 0.102 -780.433 133995 -0.0627955 821.338
-0.024 0 0.102 -907.369 85587.5 -0.0600695 1667.18
-0.023 0 0.102 -951.608 259312 -0.00102962 302013
-0.022 0 0.102 -1425.99 467089 -0.102976 51909.5
-0.021 0 0.102 -1885.79 477723 -0.127898 29663.4
-0.02 0 0.102 -2381.44 518026 -0.0857985 14927.2
-0.019 0 0.102 -2921.84 545919 -0.0024722 59.5062
-0.018 0 0.102 -2924 551440 0 0
-0.017 0 0.102 -2924 275720 0 0
-0.016 0 0.102 -2924 0 0 0
-0.015 0 0.102 -2924 0 0 0
-0.014 0 0.102 -2924 -24828.4 0 0
-0.013 0 0.102 -2924 -49656.7 0 0
-0.012 0 0.102 -2874.54 -50716.7 29.2847 21016.1
-0.011 0 0.102 -2822.76 -46111.2 71.1293 51125
-0.01 0 0.102 -2782.32 -32992.2 132.619 69551.2
-0.009 0 0.102 -2756.78 -19068.9 227.289 77260.8
-0.008 0 0.102 -2744.18 -7903.04 378.832 77986.2
-0.007 0 0.102 -2740.97 -94.0621 628.498 74772.3
-0.006 0 0.102 -2743.99 5353.96 1046.2 69684.1
-0.005 0 0.102 -2751.68 9197.09 1740.98 62791.1
-0.004 0 0.102 -2762.38 11536.8 2870.09 54759.4
-0.003 0 0.102 -2774.75 10113.2 4619.96 44520
-0.002 0 0.102 -2782.61 5512.25 7428.79 39153.4
-0.001 0 0.102 -2785.78 6591.9 11710.2 41387.7
0 0 0.102 -2795.79 14883.5 14883.5 36607.9
0.001 0 0.102 -2815.54 22236.5 11632.1 21878.4
0.002 0 0.102 -2840.27 18868.9 7264.14 -881.001
0.003 0 0.102 -2853.28 8414.75 4368.07 -4325.56
0.004 0 0.102 -2857.1 875.8 2606.25 -2689.86
0.005 0 0.102 -2855.03 -3839.16 1560.47 352.865
0.006 0 0.102 -2849.42 -7322.38 936.737 3811.77
0.007 0 0.102 -2840.39 -11659.3 560.451 9332.51
0.008 0 0.102 -2826.1 -14585.1 340.623 25141.4
0.009 0 0.102 -2811.22 -5851.96 207.18 53789.9
0.01 0 0.102 -2814.4 13696.6 122.426 60925.4
0.011 0 0.102 -2838.61 32334.9 66.2678 50358.5
0.012 0 0.102 -2879.07 42693.8 27.4212 26209.9
0.013 0 0.102 -2924 22554.4 1.42109e-13 0.399934
0.014 0 0.102 -2924 174.84 0 0
0.015 0 0.102 -2924 87.4202 0 0
0.016 0 0.102 -2924 0 0 0
0.017 0 0.102 -2924 0 0 0
0.018 0 0.102 -2924 -270616 0 0
0.019 0 0.102 -2924 -541233 0.00290891 0
0.02 0 0.102 -2384.89 -518565 0.114151 16718.4
0.021 0 0.102 -1888.99 -478342 0.172111 31856.4
0.022 0 0.102 -1428.21 -468684 0.147448 53819.9
0.023 0 0.102 -951.626 -260057 0.00149894 305891
0.024 0 0.102 -908.092 -85232.9 0.0872264 2777.89
0.025 0 0.102 -781.16 -134083 0.0963944 1415.64
0.026 0 0.102 -639.927 -140579 0.0581679 294.187
0.027 0 0.102 -500.002 -70234.7 -4.54747e-13 0.00448886
0.028 0 0.102 -500 -378.801 4.94151e-05 0
0.029 0 0.102 -499.788 -205.426 0.00311253 -16.6477
0.03 0 0.102 -499.59 -187.172 0.00520326 -30.5876
0.031 0 0.102 -499.413 -163.239 0.00588598 -40.0045
0.032 0 0.102 -499.264 -132.989 0.00646522 -43.8801
0.033 0 0.102 -499.147 -95.2562 0.00637587 -42.7579
0.034 0 0.102 -499.073 -50.0381 0.00490942 -39.6261
0.035 0 0.102 -499.047 0 0 0
-0.035 0 0.103 -499.02 0 0 0
-0.034 0 0.103 -499.044 48.4522 0.0204453 -18.1283
-0.033 0 0.103 -499.116 93.7688 0.0209483 -20.046
-0.032 0 0.103 -499.232 133.827 0.0109892 -21.1899
-0.031 0 0.103 -499.384 167.754 0.00983728 -19.925
-0.03 0 0.103 -499.567 195.323 0.0077416 -15.6263
-0.029 0 0.103 -499.775 215.916 0.00318546 -8.6562
-0.028 0 0.103 -499.999 225.763 6.82561e-05 -0.0342397
-0.027 0 0.103 -500 71104.3 0 0
-0.026 0 0.103 -641.425 145763 -0.0628749 840.016
-0.025 0 0.103 -790.969 155594 -0.120434 7282.77
-0.024 0 0.103 -952.613 177354 -0.160457 32500.2
-0.023 0 0.103 -1145.68 269307 -0.178061 121196
-0.022 0 0.103 -1491.23 380517 -0.217346 36400.7
-0.021 0 0.103 -1906.71 447029 -0.20591 -1793.09
-0.02 0 0.103 -2385.28 507571 -0.131108 -14125.8
-0.019 0 0.103 -2921.85 542065 -0.00363402 -57.6743
-0.018 0 0.103 -2924 547561 0 0
-0.017 0 0.103 -2924 273780 0 0
-0.016 0 0.103 -2924 0 0 0
-0.015 0 0.103 -2924 0 0 0
-0.014 0 0.103 -2924 -16356.2 0 0
-0.013 0 0.103 -2924 -32712.4 0 0
-0.012 0 0.103 -2891.42 -32484.5 36.9309 13725.5
-0.011 0 0.103 -2859.16 -29525.3 88.5582 28833.2
-0.01 0 0.103 -2832.37 -22878.9 162.573 39728.7
-0.009 0 0.103 -2813.4 -15164.1 273.001 45326.3
-0.008 0 0.103 -2802.04 -8307.19 442.347 46713.1
-0.007 0 0.103 -2796.79 -3019.42 706.272 45379.5
-0.006 0 0.103 -2796 834.499 1118.74 42490.4
-0.005 0 0.103 -2798.46 3498.57 1753.81 38429.3
-0.004 0 0.103 -2803 4977.05 2697.37 33646.6
-0.003 0 0.103 -2808.41 4802.61 4019.67 28456.9
-0.002 0 0.103 -2812.6 3819.55 5760.07 25600.3
-0.001 0 0.103 -2816.05 5044.99 7725.54 25340.9
0 0 0.103 -2822.69 8809.08 8809.08 22582.5
0.001 0 0.103 -2833.67 11916.1 7669.2 16070.2
0.002 0 0.103 -2846.52 11019.7 5647.92 7577.4
0.003 0 0.103 -2855.71 6878.06 3863.82 4355.49
0.004 0 0.103 -2860.28 2696.77 2540.01 4669.87
0.005 0 0.103 -2861.1 -438.103 1634.54 6893.36
0.006 0 0.103 -2859.4 -2535.85 1039.59 10155.6
0.007 0 0.103 -2856.03 -3774.34 655.996 14761.3
0.008 0 0.103 -2851.85 -2991.3 412.211 22140
0.009 0 0.103 -2850.05 2286.23 255.777 30836.4
0.01 0 0.103 -2856.43 11385 153.15 32609.6
0.011 0 0.103 -2872.82 20313.6 83.7762 26353.9
0.012 0 0.103 -2897.05 25591.8 35.0148 13936.9
0.013 0 0.103 -2924 13525.5 9.9476e-14 0.212661
0.014 0 0.103 -2924 104.849 0 0
0.015 0 0.103 -2924 52.4245 0 0
0.016 0 0.103 -2924 0 0 0
0.017 0 0.103 -2924 0 0 0
0.018 0 0.103 -2924 -267376 0 0
0.019 0 0.103 -2924 -534752 0.00445314 0
0.02 0 0.103 -2391.35 -506579 0.175387 -9157.22
0.021 0 0.103 -1912.94 -447593 0.280591 2794.5
0.022 0 0.103 -1496.16 -382047 0.303099 39805.1
0.023 0 0.103 -1148.85 -270661 0.257806 124165
0.024 0 0.103 -954.837 -178202 0.236421 34036.7
0.025 0 0.103 -792.442 -156276 0.182975 8060.2
0.026 0 0.103 -642.285 -146220 0.0977646 1163.67
0.027 0 0.103 -500.002 -71418.4 -4.54747e-13 0.0177556
0.028 0 0.103 -500 -389.546 1.97415e-05 0
0.029 0 0.103 -499.775 -216.648 0.0013133 -8.62434
0.03 0 0.103 -499.568 -195.552 0.00172477 -15.6056
0.031 0 0.103 -499.384 -167.844 0.00091831 -19.9097
0.032 0 0.103 -499.232 -133.872 -0.000128454 -21.1808
0.033 0 0.103 -499.117 -93.7986 -0.00066057 -20.0388
0.034 0 0.103 -499.044 -48.4675 -0.00282632 -18.1254
0.035 0 0.103 -499.02 0 0 0
-0.035 0 0.104 -499.013 0 0 0
-0.034 0 0.104 -499.037 47.2134 0.0179017 2.09157
-0.033 0 0.104 -499.107 92.1681 0.0188697 0.18724
-0.032 0 0.104 -499.221 133.072 0.0100912 -1.89346
-0.031 0 0.104 -499.373 168.72 0.00944951 -3.19658
-0.03 0 0.104 -499.558 198.222 0.00734142 -3.2159
-0.029 0 0.104 -499.77 220.322 0.00278294 -1.99391
-0.028 0 0.104 -499.999 230.779 4.77573e-05 -0.0078848
-0.027 0 0.104 -500 70923.4 0 0
-0.026 0 0.104 -641.059 147777 -0.0890849 -3973.13
-0.025 0 0.104 -794.998 165655 -0.177045 -4777.02
-0.024 0 0.104 -972.37 199501 -0.251927 1027.31
-0.023 0 0.104 -1194 263212 -0.298126 11061.5
-0.022 0 0.104 -1498.79 344099 -0.323253 -25528.1
-0.021 0 0.104 -1882.2 427197 -0.284751 -59694.5
-0.02 0 0.104 -2353.19 519762 -0.180394 -69678.9
-0.019 0 0.104 -2921.72 574694 -0.00495694 -802.1
-0.018 0 0.104 -2924 580854 0 -557968
-0.017 0 0.104 -2924 290427 0 -344428
-0.016 0 0.104 -2924 0 0 -236945
-0.015 0 0.104 -2924 0 0 -120812
-0.014 0 0.104 -2924 -11048.9 0 -487.223
-0.013 0 0.104 -2924 -22097.7 0 0
-0.012 0 0.104 -2901.99 -21829.4 41.1136 8606.02
-0.011 0 0.104 -2880.43 -20107.9 97.7371 17160.7
-0.01 0 0.104 -2861.77 -16499.1 176.823 23786.5
-0.009 0 0.104 -2847.43 -12084.6 290.728 27732.5
-0.008 0 0.104 -2837.6 -7849.82 457.759 29252.8
-0.007 0 0.104 -2831.73 -4316.71 704.235 29002.4
-0.006 0 0.104 -2828.97 -1596.2 1065.38 27606.7
-0.005 0 0.104 -2828.54 353.259 1582.08 25444.9
-0.004 0 0.104 -2829.68 1564.45 2288.93 22877.9
-0.003 0 0.104 -2831.67 2066.85 3189.29 20317.7
-0.002 0 0.104 -2833.81 2396.23 4221.11 18695.6
-0.001 0 0.104 -2836.46 3574.16 5180.25 17858.1
0 0 0.104 -2840.96 5612.79 5612.79 16065.4
0.001 0 0.104 -2847.68 7231.39 5144.6 12784.1
0.002 0 0.104 -2855.42 7154.13 4152.93 8926.38
0.003 0 0.104 -2861.99 5507.23 3099.12 6776.85
0.004 0 0.104 -2866.44 3413.68 2197.62 6494.33
0.005 0 0.104 -2868.82 1646.6 1507.58 7588.31
0.006 0 0.104 -2869.73 545.521 1011.82 9573.96
0.007 0 0.104 -2869.91 325.007 668.215 12276.2
0.008 0 0.104 -2870.38 1490.12 434.785 15608
0.009 0 0.104 -2872.89 4617.68 276.718 18451.4
0.01 0 0.104 -2879.61 9214.1 168.699 18347.5
0.011 0 0.104 -2891.32 13662.2 93.425 14524.7
0.012 0 0.104 -2906.94 16340.1 39.3373 7768.64
0.013 0 0.104 -2924 8563.45 5.68434e-14 0.118541
0.014 0 0.104 -2924 66.3832 0 0
0.015 0 0.104 -2924 33.1916 0 -120039
0.016 0 0.104 -2924 0 0 -235359
0.017 0 0.104 -2924 0 0 -339465
0.018 0 0.104 -2924 -279810 0 -411738
0.019 0 0.104 -2924 -559619 0.00627028 -910718
0.02 0 0.104 -2366.58 -515806 0.245897 -53875.6
0.021 0 0.104 -1894.58 -429379 0.398833 -50355.4
0.022 0 0.104 -1507.82 -347313 0.455751 -20597
0.023 0 0.104 -1199.96 -265826 0.432954 13868
0.024 0 0.104 -976.166 -201337 0.36669 2520.04
0.025 0 0.104 -797.28 -166956 0.265019 -4033.37
0.026 0 0.104 -642.254 -148639 0.135432 -3674.84
0.027 0 0.104 -500.002 -71402.9 -4.54747e-13 -0.056074
0.028 0 0.104 -500 -391.987 -1.17619e-05 0
0.029 0 0.104 -499.77 -221.066 -0.000664949 -1.98137
0.03 0 0.104 -499.559 -198.457 -0.00214349 -3.2045
0.031 0 0.104 -499.374 -168.814 -0.00429173 -3.18713
0.032 0 0.104 -499.221 -133.119 -0.00697181 -1.88306
0.033 0 0.104 -499.107 -92.2008 -0.00887058 0.196449
0.034 0 0.104 -499.037 -47.2346 -0.0111186 2.0953
0.035 0 0.104 -499.013 0 0 0
-0.035 0 0.105 -499.025 0 0 0
-0.034 0 0.105 -499.048 45.7825 0.0149809 20.2703
-0.033 0 0.105 -499.117 89.7838 0.0149683 17.8726
-0.032 0 0.105 -499.228 130.443 0.00642083 14.4937
-0.031 0 0.105 -499.378 166.432 0.00602964 10.7415
-0.03 0 0.105 -499.561 196.526 0.00529891 7.02924
-0.029 0 0.105 -499.771 219.124 0.00218985 3.48608
-0.028 0 0.105 -499.999 229.76 3.41627e-05 0.0137942
-0.027 0 0.105 -500 67117.6 0 0
-0.026 0 0.105 -633.478 140970 -0.107894 -12135.6
-0.025 0 0.105 -781.415 160595 -0.217433 -23426.3
-0.024 0 0.105 -954.668 193193 -0.316044 -34258.3
-0.023 0 0.105 -1167.8 242751 -0.379728 -51535.7
-0.022 0 0.105 -1440.17 309761 -0.407097 -90265
-0.021 0 0.105 -1787.32 402878 -0.357343 -142660
-0.02 0 0.105 -2245.93 566464 -0.233414 -203519
-0.019 0 0.105 -2920.25 815477 -0.00798366 -264026
-0.018 0 0.105 -2924 956632 0 -1.11594e+06
-0.017 0 0.105 -2924 478316 0 -688856
-0.016 0 0.105 -2924 0 0 -473890
-0.015 0 0.105 -2924 0 0 -241623
-0.014 0 0.105 -2924 -7716.32 0 -974.446
-0.013 0 0.105 -2924 -15432.6 0 0
-0.012 0 0.105 -2908.63 -15290 41.9858 5459.91
-0.011 0 0.105 -2893.48 -14344.9 99.0129 10717.6
-0.01 0 0.105 -2879.94 -12307.1 176.622 14969.1
-0.009 0 0.105 -2868.87 -9697.78 284.55 17794.5
-0.008 0 0.105 -2860.54 -7037.29 436.113 19217.4
-0.007 0 0.105 -2854.79 -4665.5 648.611 19515.9
-0.006 0 0.105 -2851.21 -2723.03 942.236 19021.9
-0.005 0 0.105 -2849.35 -1230.27 1335.67 18010.9
-0.004 0 0.105 -2848.75 -150.133 1836.45 16740.4
-0.003 0 0.105 -2849.05 620.292 2424.89 15476.7
-0.002 0 0.105 -2849.99 1359.96 3035.13 14523
-0.001 0 0.105 -2851.77 2414.83 3535.66 13741
0 0 0.105 -2854.82 3735.09 3735.09 12526
0.001 0 0.105 -2859.24 4777.03 3514.43 10682.2
0.002 0 0.105 -2864.38 5012.42 2995.46 8635.51
0.003 0 0.105 -2869.26 4446.01 2373.55 7229.38
0.004 0 0.105 -2873.27 3508.23 1783.61 6756.91
0.005 0 0.105 -2876.28 2641.53 1290.05 7118.72
0.006 0 0.105 -2878.55 2152.07 907.167 8074.58
0.007 0 0.105 -2880.58 2259.7 623.551 9392.65
0.008 0 0.105 -2883.07 3183.88 419.17 10772
0.009 0 0.105 -2886.95 5025.74 273.636 11575.2
0.01 0 0.105 -2893.12 7458.25 169.992 10914.9
0.011 0 0.105 -2901.87 9734.72 95.3659 8442.98
0.012 0 0.105 -2912.59 11067.3 40.4517 4513.29
0.013 0 0.105 -2924 5726.76 4.26326e-14 0.0688676
0.014 0 0.105 -2924 44.3933 0 0
0.015 0 0.105 -2924 22.1966 0 -240079
0.016 0 0.105 -2924 0 0 -470718
0.017 0 0.105 -2924 0 0 -678931
0.018 0 0.105 -2924 -321464 0 -823475
0.019 0 0.105 -2924 -642927 0.0105368 -1.82144e+06
0.02 0 0.105 -2283.59 -557146 0.324379 -143567
0.021 0 0.105 -1812.23 -414315 0.50835 -125840
0.022 0 0.105 -1454.96 -317824 0.579218 -84462.5
0.023 0 0.105 -1176.58 -247544 0.555068 -49102.5
0.024 0 0.105 -959.877 -196103 0.458453 -33141.1
0.025 0 0.105 -784.375 -162471 0.322534 -22927.7
0.026 0 0.105 -634.936 -142187 0.161327 -11961.2
0.027 0 0.105 -500.002 -67729.3 -4.54747e-13 -0.182514
0.028 0 0.105 -500 -377.237 -4.41055e-05 0
0.029 0 0.105 -499.771 -219.86 -0.00268176 3.48141
0.03 0 0.105 -499.561 -196.758 -0.00614297 7.03264
0.031 0 0.105 -499.378 -166.522 -0.00991074 10.7486
0.032 0 0.105 -499.228 -130.489 -0.0133996 14.5021
0.033 0 0.105 -499.117 -89.8203 -0.0168978 17.8793
0.034 0 0.105 -499.048 -45.8057 -0.0183773 20.2767
0.035 0 0.105 -499.025 0 0 0
-0.035 0 0.106 -499.055 0 0 0
-0.034 0 0.106 -499.077 43.9446 0.010574 36.1464
-0.033 0 0.106 -499.143 86.3915 0.0115582 33.0659
-0.032 0 0.106 -499.25 125.941 0.00492308 28.3204
-0.031 0 0.106 -499.395 161.256 0.00473665 22.3314
-0.03 0 0.106 -499.573 190.966 0.00383188 15.4673
-0.029 0 0.106 -499.777 213.307 0.00127371 7.97678
-0.028 0 0.106 -499.999 223.79 1.92567e-05 0.0315576
-0.027 0 0.106 -500 58736.4 0 0
-0.026 0 0.106 -616.788 124303 -0.113756 -21649
-0.025 0 0.106 -748.146 143533 -0.232778 -42955.1
-0.024 0 0.106 -903.853 171392 -0.344801 -63485.3
-0.023 0 0.106 -1090.93 207205 -0.422098 -93313.4
-0.022 0 0.106 -1318.26 252975 -0.455395 -142974
-0.021 0 0.106 -1596.88 313943 -0.413025 -220069
-0.02 0 0.106 -1946.15 398396 -0.302981 -341891
-0.019 0 0.106 -2393.67 486737 -0.141082 -558400
-0.018 0 0.106 -2919.62 263814 -0.00064932 -984341
-0.017 0 0.106 -2921.3 1258.91 -0.000151013 -688641
-0.016 0 0.106 -2922.14 876.926 -7.26984e-05 -473896
-0.015 0 0.106 -2923.05 927.286 -2.96452e-05 -241618
-0.014 0 0.106 -2924 959.084 -1.23282e-06 -974.423
-0.013 0 0.106 -2924 -5080.24 0 0
-0.012 0 0.106 -2912.91 -11090.4 40.2258 3568.77
-0.011 0 0.106 -2901.86 -10598.7 94.1508 6997.4
-0.01 0 0.106 -2891.71 -9422.16 165.751 9871.25
-0.009 0 0.106 -2883.02 -7836.22 262.073 11950.2
-0.008 0 0.106 -2876.04 -6128.43 392.005 13202
-0.007 0 0.106 -2870.76 -4512.22 565.89 13742.2
-0.006 0 0.106 -2867.01 -3101.16 793.924 13745.5
-0.005 0 0.106 -2864.56 -1928.28 1082.49 13386.6
-0.004 0 0.106 -2863.16 -969.804 1427.89 12829.7
-0.003 0 0.106 -2862.62 -150.551 1807.84 12221
-0.002 0 0.106 -2862.86 660.605 2174.02 11661.4
-0.001 0 0.106 -2863.94 1577.18 2451.12 11073.8
0 0 0.106 -2866.01 2553.94 2553.94 10244.8
0.001 0 0.106 -2869.05 3340.87 2438.75 9117.81
0.002 0 0.106 -2872.69 3701.33 2151.16 7896.31
0.003 0 0.106 -2876.45 3628.63 1778.42 6935.62
0.004 0 0.106 -2879.95 3303.01 1396.98 6434.46
0.005 0 0.106 -2883.06 2964.27 1054.6 6398.99
0.006 0 0.106 -2885.88 2819.45 771.293 6713.53
0.007 0 0.106 -2888.7 3022.47 548.81 7203.59
0.008 0 0.106 -2891.92 3672.71 379.847 7628.61
0.009 0 0.106 -2896.04 4760.53 253.866 7641.49
0.01 0 0.106 -2901.44 6081.84 160.567 6873.74
0.011 0 0.106 -2908.21 7260.57 91.2154 5182.27
0.012 0 0.106 -2915.97 7897.17 38.97 2745.84
0.013 0 0.106 -2924 4032.66 2.84217e-14 0.0418984
0.014 0 0.106 -2924 -456.965 1.56821e-06 0
0.015 0 0.106 -2923.06 -924.83 4.08857e-05 -240074
0.016 0 0.106 -2922.15 -860.495 9.78787e-05 -470728
0.017 0 0.106 -2921.34 -691.68 0.000213132 -678982
0.018 0 0.106 -2920.77 -2240.21 0.000863493 -822200
0.019 0 0.106 -2916.86 -420665 0.197708 -1.40241e+06
0.02 0 0.106 -2079.44 -636977 0.431669 -326105
0.021 0 0.106 -1642.9 -370274 0.595231 -215296
0.022 0 0.106 -1338.89 -270576 0.65674 -141264
0.023 0 0.106 -1101.75 -214504 0.619877 -92618.9
0.024 0 0.106 -909.884 -175163 0.499244 -63229.3
0.025 0 0.106 -751.425 -145776 0.340933 -42925.7
0.026 0 0.106 -618.332 -125712 0.166723 -21695.3
0.027 0 0.106 -500.002 -59395.3 -3.97904e-13 -0.331045
0.028 0 0.106 -500 -341.951 -6.73775e-05 0
0.029 0 0.106 -499.777 -214.019 -0.00411977 7.95847
0.03 0 0.106 -499.573 -191.19 -0.00860218 15.4634
0.031 0 0.106 -499.395 -161.345 -0.0136537 22.334
0.032 0 0.106 -499.25 -125.988 -0.0173441 28.3245
0.033 0 0.106 -499.143 -86.4262 -0.0219821 33.0734
0.034 0 0.106 -499.077 -43.9657 -0.0224522 36.1557
0.035 0 0.106 -499.055 0 0 0
-0.035 0 0.107 -499.1 0 0 0
-0.034 0 0.107 -499.121 41.6266 0.00713444 49.7498
-0.033 0 0.107 -499.183 81.9578 0.00706414 45.9509
-0.032 0 0.107 -499.285 119.708 0.000710911 39.9014
-0.031 0 0.107 -499.422 153.578 0.00171149 31.9348
-0.03 0 0.107 -499.592 182.171 0.00232069 22.4042
-0.029 0 0.107 -499.787 203.688 0.00044439 11.6509
-0.028 0 0.107 -499.999 213.767 7.35272e-06 0.0460883
-0.027 0 0.107 -500 45375.3 0 0
-0.026 0 0.107 -590.18 97929.8 -0.100723 -32408.4
-0.025 0 0.107 -695.505 118758 -0.21276 -64114.9
-0.024 0 0.107 -827.697 142834 -0.332136 -84331.1
-0.023 0 0.107 -981.173 163263 -0.425502 -116688
-0.022 0 0.107 -1154.22 183005 -0.466262 -170861
-0.021 0 0.107 -1347.18 203961 -0.436243 -257448
-0.02 0 0.107 -1562.14 228133 -0.334507 -394114
-0.019 0 0.107 -1803.45 252366 -0.198585 -598864
-0.018 0 0.107 -2066.88 214712 -0.0872557 -802482
-0.017 0 0.107 -2232.87 190682 -0.0383847 -710307
-0.016 0 0.107 -2448.24 224284 -0.0185576 -477275
-0.015 0 0.107 -2681.44 237391 -0.00757206 -238734
-0.014 0 0.107 -2923.02 245514 -0.000307105 -962.723
-0.013 0 0.107 -2924 120590 0 0
-0.012 0 0.107 -2915.77 -8278.52 36.7037 2415.51
-0.011 0 0.107 -2907.48 -8042.41 85.3172 4757.26
-0.01 0 0.107 -2899.68 -7354.33 148.417 6786.35
-0.009 0 0.107 -2892.77 -6367.02 230.759 8356.66
-0.008 0 0.107 -2886.95 -5245.28 337.846 9427.88
-0.007 0 0.107 -2882.28 -4122.03 475.322 10044.5
-0.006 0 0.107 -2878.7 -3078.54 647.503 10296.7
-0.005 0 0.107 -2876.12 -2146.09 854.899 10286.4
-0.004 0 0.107 -2874.41 -1315.77 1090.62 10110.5
-0.003 0 0.107 -2873.49 -547.977 1336.43 9845.84
-0.002 0 0.107 -2873.31 212.719 1560.76 9529.21
-0.001 0 0.107 -2873.91 998.251 1721.75 9125.22
0 0 0.107 -2875.31 1779.13 1779.13 8560.18
0.001 0 0.107 -2877.47 2428.53 1714.52 7827.9
0.002 0 0.107 -2880.17 2830.24 1547.47 7032.52
0.003 0 0.107 -2883.13 2984.16 1319.29 6340.36
0.004 0 0.107 -2886.14 2971.6 1072.22 5868.07
0.005 0 0.107 -2889.07 2920.59 837.696 5640.22
0.006 0 0.107 -2891.98 2956.66 632.916 5601.37
0.007 0 0.107 -2894.99 3174.78 463.786 5641.03
0.008 0 0.107 -2898.33 3621.78 329.268 5604.83
0.009 0 0.107 -2902.23 4270.88 224.731 5305.43
0.01 0 0.107 -2906.87 4999.03 144.483 4575.57
0.011 0 0.107 -2912.23 5606.81 83.036 3359.36
0.012 0 0.107 -2918.08 5885.03 35.7141 1756.87
0.013 0 0.107 -2924 2970.28 2.13163e-14 0.0268079
0.014 0 0.107 -2924 -120968 0.000400689 0
0.015 0 0.107 -2682.99 -236766 0.0104491 -237654
0.016 0 0.107 -2451.42 -220343 0.0250083 -475769
0.017 0 0.107 -2242.3 -175785 0.0542486 -707025
0.018 0 0.107 -2099.85 -154416 0.12239 -794683
0.019 0 0.107 -1933.47 -234231 0.283891 -842160
0.02 0 0.107 -1631.38 -275917 0.482481 -445624
0.021 0 0.107 -1381.64 -229474 0.628335 -270306
0.022 0 0.107 -1172.44 -195147 0.676474 -174741
0.023 0 0.107 -991.344 -169509 0.622361 -118154
0.024 0 0.107 -833.419 -146410 0.481316 -85095.8
0.025 0 0.107 -698.524 -120937 0.309352 -64690.4
0.026 0 0.107 -591.545 -99261.1 0.145029 -32747.2
0.027 0 0.107 -500.001 -45949.8 -3.41061e-13 -0.499682
0.028 0 0.107 -500 -284.831 -8.09552e-05 0
0.029 0 0.107 -499.787 -204.366 -0.00507004 11.6208
0.03 0 0.107 -499.592 -182.383 -0.0101061 22.3933
0.031 0 0.107 -499.423 -153.661 -0.015883 31.9333
0.032 0 0.107 -499.285 -119.749 -0.0199184 39.9043
0.033 0 0.107 -499.183 -81.989 -0.0250268 45.9583
0.034 0 0.107 -499.121 -41.6511 -0.0245865 49.7566
0.035 0 0.107 -499.1 0 0 0
-0.035 0 0.108 -499.157 0 0 0
-0.034 0 0.108 -499.177 38.847 0.000674616 61.2574
-0.033 0 0.108 -499.235 76.5432 0.00257318 56.785
-0.032 0 0.108 -499.33 111.925 -0.00294379 49.5575
-0.031 0 0.108 -499.459 143.758 -0.00203856 39.8753
-0.03 0 0.108 -499.617 170.683 -0.000434732 28.1019
-0.029 0 0.108 -499.8 190.949 -0.00107379 14.6564
-0.028 0 0.108 -499.999 200.432 -1.04496e-05 0.0579769
-0.027 0 0.108 -500 26188.7 0 0
-0.026 0 0.108 -551.971 60060.2 -0.0642729 -45192.6
-0.025 0 0.108 -619.916 91610 -0.146005 -97988.3
-0.024 0 0.108 -735.191 118818 -0.276553 -94068.9
-0.023 0 0.108 -857.552 120675 -0.387342 -119876
-0.022 0 0.108 -976.541 112215 -0.435584 -169142
-0.021 0 0.108 -1081.98 90690 -0.416028 -249498
-0.02 0 0.108 -1157.92 56980.6 -0.309852 -385920
