# X, Y, Z, V, Ex, Ey, Ez
0.018 0 0.168 -2350.17 -125995 0.162353 31034
0.019 0 0.168 -2228.11 -118311 0.149491 38312.1
0.02 0 0.168 -2113.55 -110916 0.118739 45593.7
0.021 0 0.168 -2006.28 -103582 0.0846956 52933
0.022 0 0.168 -1906.38 -96055.7 0.0710411 60334.7
0.023 0 0.168 -1814.17 -88058.8 0.0630486 67718.5
0.024 0 0.168 -1730.26 -79319.3 0.0507129 74868.1
0.025 0 0.168 -1655.53 -69645.9 0.0487185 81374.4
0.026 0 0.168 -1590.97 -59067.9 0.0459425 86620.4
0.027 0 0.168 -1537.4 -47999.5 0.0275744 89908.5
0.028 0 0.168 -1494.97 -37256.4 -0.00237213 90836.9
0.029 0 0.168 -1462.88 -27704 -0.0478743 89744.9
0.03 0 0.168 -1439.56 -19831.9 -0.104066 87437.2
0.031 0 0.168 -1423.22 -13678.6 -0.163414 84718.1
0.032 0 0.168 -1412.21 -8992.37 -0.223421 82177.9
0.033 0 0.168 -1405.23 -5404.19 -0.263691 80180.3
0.034 0 0.168 -1401.4 -2528.54 -0.284128 78921.8
0.035 0 0.168 -1400.18 0 0 0
-0.035 0 0.169 -1478.02 0 0 0
-0.034 0 0.169 -1479.59 3210.97 -0.109029 76139.9
-0.033 0 0.169 -1484.44 6700.5 -0.12103 76971.9
-0.032 0 0.169 -1492.99 10746.6 -0.147272 78252.8
-0.031 0 0.169 -1505.93 15616.5 -0.182514 79801.9
-0.03 0 0.169 -1524.22 21534.5 -0.215266 81331
-0.029 0 0.169 -1549 28622.4 -0.245572 82434.7
-0.028 0 0.169 -1581.47 36821.3 -0.251745 82627.6
-0.027 0 0.169 -1622.64 45838.4 -0.247283 81462.8
-0.026 0 0.169 -1673.14 55195.4 -0.233869 78724.7
-0.025 0 0.169 -1733.03 64412.4 -0.197289 74555.5
-0.024 0 0.169 -1801.97 73184.8 -0.173559 69306.8
-0.023 0 0.169 -1879.4 81419.2 -0.154216 63354.4
-0.022 0 0.169 -1964.81 89179.4 -0.124754 56994.6
-0.021 0 0.169 -2057.76 96615.4 -0.126274 50418.2
-0.02 0 0.169 -2158.04 103911 -0.148199 43723.5
-0.019 0 0.169 -2265.59 111256 -0.144932 36939.5
-0.018 0 0.169 -2380.55 118836 -0.145379 30047.2
-0.017 0 0.169 -2503.26 126824 -0.146088 22994.7
-0.016 0 0.169 -2634.2 135381 -0.116527 15706.1
-0.015 0 0.169 -2774.02 144598 -0.0697575 8087.17
-0.014 0 0.169 -2923.4 151819 -0.00312083 32.6185
-0.013 0 0.169 -2924 77129.2 0 0
-0.012 0 0.169 -2924 -3.31296 0.0147365 -0.0468366
-0.011 0 0.169 -2923.99 -3.50408 0.0279096 -0.0905821
-0.01 0 0.169 -2923.99 -3.67227 0.0558542 -0.123568
-0.009 0 0.169 -2923.99 -3.77458 0.0762923 -0.138953
-0.008 0 0.169 -2923.98 -3.77455 0.0629989 -0.131368
-0.007 0 0.169 -2923.98 -3.71393 0.0811119 -0.0988874
-0.006 0 0.169 -2923.97 -3.55352 0.0908361 -0.040957
-0.005 0 0.169 -2923.97 -3.28179 0.0664991 0.0401951
-0.004 0 0.169 -2923.97 -2.97854 0.0590443 0.140038
-0.003 0 0.169 -2923.97 -2.7108 -0.0616087 0.252123
-0.002 0 0.169 -2923.96 -2.83194 -0.33232 0.375703
-0.001 0 0.169 -2923.96 -3.66053 -1.13279 0.512756
0 0 0.169 -2923.96 -3.87395 -3.87391 0.684639
0.001 0 0.169 -2923.95 1.41893 -7.47502 0.69986
0.002 0 0.169 -2923.96 5.6891 -2.73634 0.602353
0.003 0 0.169 -2923.96 4.4294 -1.02275 0.606379
0.004 0 0.169 -2923.97 3.65345 -0.512755 0.592537
0.005 0 0.169 -2923.97 3.49276 -0.282452 0.553479
0.006 0 0.169 -2923.97 3.57393 -0.170506 0.493319
0.007 0 0.169 -2923.98 3.73367 -0.147232 0.422725
0.008 0 0.169 -2923.98 3.8406 -0.130956 0.347907
0.009 0 0.169 -2923.99 3.85466 -0.107954 0.272418
0.01 0 0.169 -2923.99 3.77849 -0.0751835 0.198952
0.011 0 0.169 -2923.99 3.63743 -0.0410386 0.129126
0.012 0 0.169 -2924 3.45585 -0.0190207 0.0631766
0.013 0 0.169 -2924 1.68419 1.21431e-17 1.06979e-06
0.014 0 0.169 -2924 -75047.5 0.0030034 0
0.015 0 0.169 -2774.49 -145056 0.074426 8057.9
0.016 0 0.169 -2634.48 -135508 0.119628 15683.3
0.017 0 0.169 -2503.48 -126860 0.136012 22970.1
0.018 0 0.169 -2380.76 -118841 0.136439 30017.3
0.019 0 0.169 -2265.79 -111251 0.126559 36901.8
0.02 0 0.169 -2158.26 -103902 0.102168 43675.7
0.021 0 0.169 -2057.99 -96606.9 0.073976 50358
0.022 0 0.169 -1965.04 -89177.6 0.0669371 56920.3
0.023 0 0.169 -1879.64 -81431.2 0.0618751 63266.2
0.024 0 0.169 -1802.18 -73219.2 0.05475 69209.1
0.025 0 0.169 -1733.2 -64477 0.0533079 74459.6
0.026 0 0.169 -1673.23 -55292.5 0.0505949 78650.6
0.027 0 0.169 -1622.61 -45959 0.0304778 81434.7
0.028 0 0.169 -1581.31 -36943.9 -0.00200694 82660.3
0.029 0 0.169 -1548.73 -28725.1 -0.0508633 82516.3
0.03 0 0.169 -1523.86 -21607.5 -0.110278 81438.6
0.031 0 0.169 -1505.51 -15661.5 -0.17286 79916.4
0.032 0 0.169 -1492.53 -10770.9 -0.23491 78363.7
0.033 0 0.169 -1483.97 -6711.87 -0.277069 77075.9
0.034 0 0.169 -1479.11 -3215.27 -0.298078 76238.3
0.035 0 0.169 -1477.54 0 0 0
-0.035 0 0.17 -1552.47 0 0 0
-0.034 0 0.17 -1554.26 3649.05 -0.0958313 73061.7
-0.033 0 0.17 -1559.77 7515.23 -0.107489 73574.7
-0.032 0 0.17 -1569.3 11807.5 -0.137257 74334.8
-0.031 0 0.17 -1583.38 16713.4 -0.176887 75191.2
-0.03 0 0.17 -1602.72 22374.7 -0.21376 75923.9
-0.029 0 0.17 -1628.13 28852.4 -0.251035 76251.3
-0.028 0 0.17 -1660.43 36091.7 -0.264083 75866.1
-0.027 0 0.17 -1700.31 43907.7 -0.264623 74505.7
-0.026 0 0.17 -1748.24 52022.6 -0.256342 72040
-0.025 0 0.17 -1804.36 60152.2 -0.2228 68517.5
-0.024 0 0.17 -1868.55 68092.1 -0.199737 64114
-0.023 0 0.17 -1940.54 75751.4 -0.178985 59047.6
-0.022 0 0.17 -2020.05 83139.7 -0.145867 53514.5
-0.021 0 0.17 -2106.82 90336.4 -0.141488 47659.8
-0.02 0 0.17 -2200.72 97460.5 -0.155653 41572.2
-0.019 0 0.17 -2301.74 104650 -0.146481 35290.8
-0.018 0 0.17 -2410.02 112051 -0.141518 28815.4
-0.017 0 0.17 -2525.85 119811 -0.138076 22115.2
-0.016 0 0.17 -2649.64 128066 -0.108387 15135.3
-0.015 0 0.17 -2781.98 136891 -0.0641644 7802.38
-0.014 0 0.17 -2923.43 143763 -0.00288156 31.47
-0.013 0 0.17 -2924 73036.8 0 0
-0.012 0 0.17 -2924 -3.34421 0.01418 -0.0206433
-0.011 0 0.17 -2923.99 -3.52617 0.026978 -0.0342797
-0.01 0 0.17 -2923.99 -3.67679 0.0547987 -0.0323917
-0.009 0 0.17 -2923.99 -3.75413 0.076163 -0.00776566
-0.008 0 0.17 -2923.98 -3.72579 0.0655826 0.0457277
-0.007 0 0.17 -2923.98 -3.63774 0.0879855 0.130371
-0.006 0 0.17 -2923.97 -3.45243 0.103778 0.243356
-0.005 0 0.17 -2923.97 -3.16017 0.0875675 0.378578
-0.004 0 0.17 -2923.97 -2.84408 0.0900668 0.529519
-0.003 0 0.17 -2923.97 -2.56889 -0.0199496 0.685664
-0.002 0 0.17 -2923.96 -2.68261 -0.278304 0.843487
-0.001 0 0.17 -2923.96 -3.49465 -1.06162 1.00329
0 0 0.17 -2923.96 -3.77422 -3.77416 1.18168
0.001 0 0.17 -2923.95 1.37506 -7.49337 1.20496
0.002 0 0.17 -2923.96 5.62954 -2.71738 1.08352
0.003 0 0.17 -2923.96 4.40664 -0.955454 1.05854
0.004 0 0.17 -2923.97 3.60344 -0.430688 1.00589
0.005 0 0.17 -2923.97 3.41551 -0.198777 0.920567
0.006 0 0.17 -2923.97 3.47826 -0.091062 0.809335
0.007 0 0.17 -2923.98 3.62969 -0.0769307 0.685497
0.008 0 0.17 -2923.98 3.7347 -0.0716705 0.55774
0.009 0 0.17 -2923.99 3.751 -0.0608481 0.432384
0.01 0 0.17 -2923.99 3.67956 -0.040728 0.31281
0.011 0 0.17 -2923.99 3.54437 -0.0193262 0.201009
0.012 0 0.17 -2924 3.36825 -0.00915874 0.097197
0.013 0 0.17 -2924 1.64142 1.21431e-17 1.60526e-06
0.014 0 0.17 -2924 -71067.2 0.00257463 0
0.015 0 0.17 -2782.42 -137328 0.0622362 7774.46
0.016 0 0.17 -2649.9 -128190 0.0987079 15114.1
0.017 0 0.17 -2526.04 -119849 0.110705 22092.9
0.018 0 0.17 -2410.2 -112063 0.109376 28789.3
0.019 0 0.17 -2301.92 -104652 0.100774 35259.1
0.02 0 0.17 -2200.9 -97459.9 0.0798747 41533.5
0.021 0 0.17 -2107 -90337.8 0.0559628 47613.4
0.022 0 0.17 -2020.22 -83147.4 0.0543563 53460.3
0.023 0 0.17 -1940.7 -75769.9 0.051491 58987.3
0.024 0 0.17 -1868.68 -68125.9 0.049094 64051.8
0.025 0 0.17 -1804.45 -60204.4 0.0492253 68461.1
0.026 0 0.17 -1748.27 -52092.7 0.0470483 72000.5
0.027 0 0.17 -1700.27 -43989.8 0.0268431 74494.4
0.028 0 0.17 -1660.29 -36174.9 -0.00679525 75888.7
0.029 0 0.17 -1627.92 -28925.7 -0.0571454 76303.4
0.03 0 0.17 -1602.44 -22431.8 -0.118201 75995.3
0.031 0 0.17 -1583.05 -16753.4 -0.18196 75271.9
0.032 0 0.17 -1568.94 -11832.9 -0.2443 74417.8
0.033 0 0.17 -1559.39 -7529.58 -0.28674 73656.6
0.034 0 0.17 -1553.88 -3655.49 -0.307099 73141.9
0.035 0 0.17 -1552.08 0 0 0
-0.035 0 0.171 -1623.78 0 0 0
-0.034 0 0.171 -1625.71 3904.25 -0.0788844 69759.1
-0.033 0 0.171 -1631.59 7973.62 -0.0899947 70036.4
-0.032 0 0.171 -1641.66 12363.2 -0.12124 70420.9
-0.031 0 0.171 -1656.31 17205.6 -0.165219 70794.9
-0.03 0 0.171 -1676.07 22594.6 -0.206315 70996.3
-0.029 0 0.171 -1701.5 28564.6 -0.248724 70830.4
-0.028 0 0.171 -1733.2 35075.7 -0.267633 70096.9
-0.027 0 0.171 -1771.66 42012.3 -0.273739 68630.5
-0.026 0 0.171 -1817.22 49207.2 -0.270302 66343.8
-0.025 0 0.171 -1870.07 56486.5 -0.241229 63247
-0.024 0 0.171 -1930.2 63714.9 -0.218617 59428.4
-0.023 0 0.171 -1997.5 70819.7 -0.197354 55013.4
-0.022 0 0.171 -2071.84 77791.6 -0.163317 50128.2
-0.021 0 0.171 -2153.08 84673.1 -0.154528 44875.7
-0.02 0 0.171 -2241.18 91542.2 -0.162966 39326.4
-0.019 0 0.171 -2336.17 98499.7 -0.148548 33517.7
-0.018 0 0.171 -2438.18 105660 -0.139454 27456.6
-0.017 0 0.171 -2547.49 113144 -0.132808 21125.1
-0.016 0 0.171 -2664.47 121069 -0.103513 14483.2
-0.015 0 0.171 -2789.62 129494 -0.0606284 7474.06
-0.014 0 0.171 -2923.46 136023 -0.0027482 30.1459
-0.013 0 0.171 -2924 69104.4 0 0
-0.012 0 0.171 -2924 -3.34733 0.0130931 0.00217744
-0.011 0 0.171 -2923.99 -3.51583 0.0252197 0.0137585
-0.01 0 0.171 -2923.99 -3.64576 0.053421 0.0442765
-0.009 0 0.171 -2923.99 -3.69646 0.0760333 0.101181
-0.008 0 0.171 -2923.98 -3.63642 0.0680913 0.188275
-0.007 0 0.171 -2923.98 -3.5163 0.0949345 0.307173
-0.006 0 0.171 -2923.98 -3.30531 0.117039 0.455496
-0.005 0 0.171 -2923.97 -2.99562 0.1082 0.624502
-0.004 0 0.171 -2923.97 -2.67145 0.119815 0.804744
-0.003 0 0.171 -2923.97 -2.39683 0.0200228 0.98436
-0.002 0 0.171 -2923.96 -2.51431 -0.225485 1.15749
-0.001 0 0.171 -2923.96 -3.32234 -0.990729 1.32229
0 0 0.171 -2923.96 -3.67229 -3.67223 1.49357
0.001 0 0.171 -2923.95 1.32077 -7.50454 1.51685
0.002 0 0.171 -2923.96 5.54268 -2.69993 1.36963
0.003 0 0.171 -2923.97 4.35177 -0.888754 1.31699
0.004 0 0.171 -2923.97 3.51548 -0.349512 1.234
0.005 0 0.171 -2923.97 3.29621 -0.115492 1.11499
0.006 0 0.171 -2923.98 3.33886 -0.0122414 0.970101
0.007 0 0.171 -2923.98 3.48207 -0.00696117 0.813187
0.008 0 0.171 -2923.98 3.58749 -0.0129367 0.654605
0.009 0 0.171 -2923.99 3.60973 -0.0144853 0.502171
0.01 0 0.171 -2923.99 3.54711 -0.00702104 0.359663
0.011 0 0.171 -2923.99 3.42181 0.00178862 0.228893
0.012 0 0.171 -2924 3.25485 0.000341252 0.109646
0.013 0 0.171 -2924 1.58659 1.04083e-17 1.78693e-06
0.014 0 0.171 -2924 -67242.4 0.00218075 0
0.015 0 0.171 -2790.04 -129911 0.050945 7447.7
0.016 0 0.171 -2664.71 -121190 0.0786853 14463.8
0.017 0 0.171 -2547.66 -113185 0.0860143 21105.4
0.018 0 0.171 -2438.34 -105675 0.0819558 27434.3
0.019 0 0.171 -2336.31 -98506.6 0.0736573 33491.4
0.02 0 0.171 -2241.32 -91547.3 0.0544502 39295.7
0.021 0 0.171 -2153.22 -84680.1 0.0336518 44840.3
0.022 0 0.171 -2071.96 -77803.8 0.0352521 50088.9
0.023 0 0.171 -1997.61 -70839.7 0.034933 54972
0.024 0 0.171 -1930.28 -63745.3 0.0354263 59388.1
0.025 0 0.171 -1870.12 -56528.2 0.0376068 63213.1
0.026 0 0.171 -1817.23 -49259.3 0.0364499 66322.3
0.027 0 0.171 -1771.6 -42070.9 0.0170877 68627.1
0.028 0 0.171 -1733.08 -35134.9 -0.0160587 70114.1
0.029 0 0.171 -1701.33 -28618.4 -0.0658102 70866.5
0.03 0 0.171 -1675.85 -22638.9 -0.126249 71046.4
0.031 0 0.171 -1656.05 -17239.1 -0.188689 70853.6
0.032 0 0.171 -1641.37 -12386.2 -0.249263 70483.8
0.033 0 0.171 -1631.28 -7987.79 -0.290254 70100.8
0.034 0 0.171 -1625.39 -3911.01 -0.308839 69823.7
0.035 0 0.171 -1623.46 0 0 0
-0.035 0 0.172 -1691.79 0 0 0
-0.034 0 0.172 -1693.78 4026.54 -0.058031 66368
-0.033 0 0.172 -1699.84 8177.03 -0.0695041 66476.4
-0.032 0 0.172 -1710.14 12566 -0.101821 66596.6
-0.031 0 0.172 -1724.97 17288.8 -0.148581 66640.2
-0.03 0 0.172 -1744.71 22410.2 -0.19356 66489.6
-0.029 0 0.172 -1769.79 27953.1 -0.241537 66009.6
-0.028 0 0.172 -1800.62 33891.8 -0.265241 65065.7
-0.027 0 0.172 -1837.57 40154.6 -0.276535 63548
-0.026 0 0.172 -1880.93 46639.1 -0.277232 61393.8
-0.025 0 0.172 -1930.85 53236.7 -0.253105 58597.3
-0.024 0 0.172 -1987.4 59858.5 -0.231918 55201.3
-0.023 0 0.172 -2050.57 66451.2 -0.210506 51277.5
-0.022 0 0.172 -2120.31 73001.9 -0.17666 46904.8
-0.021 0 0.172 -2196.57 79534.6 -0.165271 42153.3
-0.02 0 0.172 -2279.38 86102.6 -0.170838 37074.9
-0.019 0 0.172 -2368.78 92780.5 -0.15345 31700
-0.018 0 0.172 -2464.94 99658.8 -0.141355 26037.3
-0.017 0 0.172 -2568.1 106838 -0.132011 20075.1
-0.016 0 0.172 -2678.61 114415 -0.102568 13784.1
-0.015 0 0.172 -2796.93 122438 -0.0592507 7119.71
-0.014 0 0.172 -2923.49 128632 -0.00269605 28.7168
-0.013 0 0.172 -2924 65349.6 0 0
-0.012 0 0.172 -2924 -3.33044 0.0121683 0.0186747
-0.011 0 0.172 -2923.99 -3.48407 0.0232165 0.0476897
-0.01 0 0.172 -2923.99 -3.58937 0.0506985 0.0956477
-0.009 0 0.172 -2923.99 -3.61013 0.0735635 0.170745
-0.008 0 0.172 -2923.98 -3.5198 0.0669674 0.27721
-0.007 0 0.172 -2923.98 -3.37052 0.0963843 0.413579
-0.006 0 0.172 -2923.98 -3.1351 0.123231 0.575356
-0.005 0 0.172 -2923.97 -2.81092 0.12065 0.754463
-0.004 0 0.172 -2923.97 -2.48422 0.140526 0.9401
-0.003 0 0.172 -2923.97 -2.21614 0.0494679 1.11984
-0.002 0 0.172 -2923.97 -2.34468 -0.184053 1.28752
-0.001 0 0.172 -2923.96 -3.15858 -0.931323 1.44135
0 0 0.172 -2923.96 -3.57966 -3.5796 1.59345
0.001 0 0.172 -2923.96 1.25113 -7.51993 1.60917
0.002 0 0.172 -2923.96 5.42968 -2.69609 1.4361
0.003 0 0.172 -2923.97 4.271 -0.83519 1.36083
0.004 0 0.172 -2923.97 3.40144 -0.280729 1.25776
0.005 0 0.172 -2923.97 3.15162 -0.0436661 1.12046
0.006 0 0.172 -2923.98 3.17646 0.0561836 0.961518
0.007 0 0.172 -2923.98 3.31419 0.0542435 0.794264
0.008 0 0.172 -2923.98 3.42368 0.0384355 0.629484
0.009 0 0.172 -2923.99 3.45606 0.0259161 0.475221
0.01 0 0.172 -2923.99 3.40629 0.0221978 0.335081
0.011 0 0.172 -2923.99 3.29436 0.0199849 0.210159
0.012 0 0.172 -2924 3.13936 0.00844772 0.0993949
0.013 0 0.172 -2924 1.53132 1.04083e-17 1.59662e-06
0.014 0 0.172 -2924 -63590.2 0.00184351 0
0.015 0 0.172 -2797.32 -122835 0.0410063 7095.01
0.016 0 0.172 -2678.83 -114532 0.0609259 13766.5
0.017 0 0.172 -2568.25 -106879 0.0633243 20057.9
0.018 0 0.172 -2465.07 -99676.8 0.0558834 26018.4
0.019 0 0.172 -2368.9 -92790.8 0.0463203 31678.6
0.02 0 0.172 -2279.49 -86111 0.0269555 37050.7
0.021 0 0.172 -2196.68 -79544.6 0.00838404 42126.6
0.022 0 0.172 -2120.4 -73015.8 0.0105426 46876.4
0.023 0 0.172 -2050.65 -66470.6 0.0129427 51248.9
0.024 0 0.172 -1987.46 -59884.8 0.01524 55175
0.025 0 0.172 -1930.88 -53270.2 0.0195744 58576.5
0.026 0 0.172 -1880.92 -46678.8 0.0205474 61382.2
0.027 0 0.172 -1837.52 -40198 0.00343075 63548.5
0.028 0 0.172 -1800.52 -33935.4 -0.0272928 65079.6
0.029 0 0.172 -1769.65 -27993.5 -0.0746667 66036.2
0.03 0 0.172 -1744.53 -22444.7 -0.132702 66526.5
0.031 0 0.172 -1724.76 -17316 -0.192056 66684.2
0.032 0 0.172 -1709.9 -12585.7 -0.249421 66645.1
0.033 0 0.172 -1699.59 -8189.7 -0.287726 66527.2
0.034 0 0.172 -1693.52 -4032.79 -0.303703 66419.9
0.035 0 0.172 -1691.52 0 0 0
-0.035 0 0.173 -1756.43 0 0 0
-0.034 0 0.173 -1758.45 4054.79 -0.0363917 62982.2
-0.033 0 0.173 -1764.54 8202.19 -0.0472186 62972.4
-0.032 0 0.173 -1774.85 12526.9 -0.0807396 62910.5
-0.031 0 0.173 -1789.59 17098.6 -0.12985 62731.2
-0.03 0 0.173 -1809.05 21964 -0.176939 62350.1
-0.029 0 0.173 -1833.52 27140.7 -0.229806 61672.1
-0.028 0 0.173 -1863.33 32614.1 -0.257895 60604.5
-0.027 0 0.173 -1898.75 38340.4 -0.273531 59071.3
-0.026 0 0.173 -1940.01 44256.4 -0.278553 57025.5
-0.025 0 0.173 -1987.26 50294 -0.258871 54454.8
-0.024 0 0.173 -2040.6 56395.2 -0.240101 51378.4
-0.023 0 0.173 -2100.05 62523.2 -0.220657 47835.8
-0.022 0 0.173 -2165.65 68667.4 -0.188419 43875.5
-0.021 0 0.173 -2237.39 74843.2 -0.176241 39543.2
-0.02 0 0.173 -2315.33 81088.9 -0.180014 34875.2
-0.019 0 0.173 -2399.57 87462 -0.161162 29893.9
-0.018 0 0.173 -2490.26 94035 -0.146761 24606.4
-0.017 0 0.173 -2587.64 100891 -0.135685 19004.3
-0.016 0 0.173 -2692.04 108113 -0.10575 13065.1
-0.015 0 0.173 -2803.86 115739 -0.0604479 6753.41
-0.014 0 0.173 -2923.52 121609 -0.00276333 27.2394
-0.013 0 0.173 -2924 61781.6 0 0
-0.012 0 0.173 -2924 -3.29956 0.0100017 0.0271082
-0.011 0 0.173 -2923.99 -3.43886 0.0187775 0.0647672
-0.01 0 0.173 -2923.99 -3.5227 0.0441644 0.120598
-0.009 0 0.173 -2923.99 -3.5149 0.0656394 0.199709
-0.008 0 0.173 -2923.98 -3.39358 0.0588333 0.306048
-0.007 0 0.173 -2923.98 -3.21816 0.0892337 0.439871
-0.006 0 0.173 -2923.98 -2.96443 0.118914 0.594892
-0.005 0 0.173 -2923.97 -2.63088 0.120455 0.762079
-0.004 0 0.173 -2923.97 -2.30608 0.146921 0.930458
-0.003 0 0.173 -2923.97 -2.04942 0.0626317 1.09015
-0.002 0 0.173 -2923.97 -2.1928 -0.16034 1.23329
-0.001 0 0.173 -2923.96 -3.01641 -0.8909 1.36186
0 0 0.173 -2923.96 -3.50447 -3.5044 1.48601
0.001 0 0.173 -2923.96 1.16342 -7.54776 1.48984
0.002 0 0.173 -2923.96 5.29434 -2.71452 1.29311
0.003 0 0.173 -2923.97 4.17343 -0.80385 1.20301
0.004 0 0.173 -2923.97 3.27511 -0.232851 1.0916
0.005 0 0.173 -2923.97 2.99996 0.00853638 0.952188
0.006 0 0.173 -2923.98 3.01266 0.106859 0.798436
0.007 0 0.173 -2923.98 3.15004 0.100264 0.64261
0.008 0 0.173 -2923.98 3.26844 0.0772834 0.494768
0.009 0 0.173 -2923.99 3.31533 0.0564487 0.362105
0.01 0 0.173 -2923.99 3.28205 0.0441897 0.24741
0.011 0 0.173 -2923.99 3.18613 0.0335979 0.150606
0.012 0 0.173 -2924 3.04469 0.0144453 0.0694377
0.013 0 0.173 -2924 1.48679 1.04083e-17 1.08616e-06
0.014 0 0.173 -2924 -60119.5 0.00156348 0
0.015 0 0.173 -2804.23 -116117 0.0325114 6730.38
0.016 0 0.173 -2692.24 -108227 0.0456398 13049.3
0.017 0 0.173 -2587.78 -100933 0.0430897 18989.5
0.018 0 0.173 -2490.37 -94054.6 0.0322948 24590.6
0.019 0 0.173 -2399.67 -87474.3 0.0206528 29876.6
0.02 0 0.173 -2315.42 -81099.3 -0.000161575 34856.3
0.021 0 0.173 -2237.47 -74854.5 -0.017262 39523.1
0.022 0 0.173 -2165.72 -68681.4 -0.0157225 43854.9
0.023 0 0.173 -2100.11 -62541.1 -0.0111599 47816
0.024 0 0.173 -2040.63 -56417.7 -0.00702362 51361
0.025 0 0.173 -1987.27 -50321 -0.000559982 54442.1
0.026 0 0.173 -1939.99 -44287.3 0.00293305 57019.5
0.027 0 0.173 -1898.7 -38373.4 -0.0113028 59073.8
0.028 0 0.173 -1863.24 -32647.1 -0.0383974 60616.2
0.029 0 0.173 -1833.4 -27171.6 -0.0821074 61692.7
0.03 0 0.173 -1808.9 -21990.9 -0.136247 62378.2
0.031 0 0.173 -1789.42 -17120.4 -0.191057 62765.1
0.032 0 0.173 -1774.66 -12543.2 -0.243959 62948.4
0.033 0 0.173 -1764.34 -8212.96 -0.278478 63012.7
0.034 0 0.173 -1758.23 -4060.23 -0.29112 63023.8
0.035 0 0.173 -1756.22 0 0 0
-0.035 0 0.174 -1817.75 0 0 0
-0.034 0 0.174 -1819.75 4018.04 -0.0164448 59663.7
-0.033 0 0.174 -1825.78 8105.31 -0.0258875 59573.1
-0.032 0 0.174 -1835.96 12324.9 -0.0596338 59388.4
-0.031 0 0.174 -1850.43 16728.4 -0.111173 59061.8
-0.03 0 0.174 -1869.41 21351.1 -0.159776 58532.5
-0.029 0 0.174 -1893.13 26207.5 -0.216185 57733.2
-0.028 0 0.174 -1921.83 31291 -0.248497 56598.5
-0.027 0 0.174 -1955.72 36575.6 -0.267461 55074
-0.026 0 0.174 -1994.98 42022.6 -0.277066 53123.6
-0.025 0 0.174 -2039.76 47589.6 -0.261673 50733.1
-0.024 0 0.174 -2090.16 53239.5 -0.244829 47908.7
-0.023 0 0.174 -2146.24 58948.3 -0.228016 44671.4
-0.022 0 0.174 -2208.06 64709.3 -0.197807 41049.5
-0.021 0 0.174 -2275.66 70534.4 -0.187174 37072
-0.02 0 0.174 -2349.13 76453.2 -0.191165 32762.6
-0.019 0 0.174 -2428.57 82511.6 -0.172806 28136.7
-0.018 0 0.174 -2514.15 88769.2 -0.156868 23198.6
-0.017 0 0.174 -2606.1 95296.3 -0.144634 17941.3
-0.016 0 0.174 -2704.74 102164 -0.11307 12346.6
-0.015 0 0.174 -2810.43 109400 -0.0641397 6385.88
-0.014 0 0.174 -2923.54 114960 -0.00293617 25.7571
-0.013 0 0.174 -2924 58403.5 0 0
-0.012 0 0.174 -2924 -3.26557 0.00701484 0.0277592
-0.011 0 0.174 -2923.99 -3.39058 0.0123723 0.0636549
-0.01 0 0.174 -2923.99 -3.45442 0.0343703 0.115211
-0.009 0 0.174 -2923.99 -3.42468 0.0528947 0.187374
-0.008 0 0.174 -2923.98 -3.27964 0.0439317 0.280416
-0.007 0 0.174 -2923.98 -3.08168 0.0730222 0.393785
-0.006 0 0.174 -2923.98 -2.8129 0.102931 0.522944
-0.005 0 0.174 -2923.97 -2.47535 0.105861 0.661021
-0.004 0 0.174 -2923.97 -2.15615 0.136264 0.794606
-0.003 0 0.174 -2923.97 -1.91331 0.056187 0.919153
-0.002 0 0.174 -2923.97 -2.07296 -0.158312 1.0252
-0.001 0 0.174 -2923.97 -2.90585 -0.87385 1.11917
0 0 0.174 -2923.96 -3.45168 -3.45162 1.21034
0.001 0 0.174 -2923.96 1.05822 -7.5931 1.20092
0.002 0 0.174 -2923.96 5.14284 -2.76015 0.985488
0.003 0 0.174 -2923.97 4.0695 -0.799645 0.889172
0.004 0 0.174 -2923.97 3.15062 -0.210619 0.781212
0.005 0 0.174 -2923.98 2.85845 0.0366648 0.654354
0.006 0 0.174 -2923.98 2.86688 0.135714 0.522083
0.007 0 0.174 -2923.98 3.01052 0.127439 0.395255
0.008 0 0.174 -2923.98 3.14318 0.100627 0.282371
0.009 0 0.174 -2923.99 3.2087 0.0748777 0.189004
0.01 0 0.174 -2923.99 3.19479 0.0574375 0.116605
0.011 0 0.174 -2923.99 3.11639 0.0417335 0.0636413
0.012 0 0.174 -2924 2.98875 0.0179714 0.0264701
0.013 0 0.174 -2924 1.46161 1.04083e-17 3.68118e-07
0.014 0 0.174 -2924 -56833.3 0.00134411 0
0.015 0 0.174 -2810.78 -109759 0.0259037 6364.47
0.016 0 0.174 -2704.93 -102273 0.0336836 12332.4
0.017 0 0.174 -2606.23 -95337.6 0.0268653 17928.5
0.018 0 0.174 -2514.25 -88789.7 0.012863 23185.4
0.019 0 0.174 -2428.65 -82525 -0.0010917 28122.7
0.02 0 0.174 -2349.2 -76464.6 -0.0236822 32747.9
0.021 0 0.174 -2275.72 -70546.1 -0.0405481 37056.8
0.022 0 0.174 -2208.11 -64722.9 -0.0395685 41034.5
0.023 0 0.174 -2146.28 -58964.5 -0.0342788 44657.6
0.024 0 0.174 -2090.18 -53258.7 -0.0286587 47897.3
0.025 0 0.174 -2039.76 -47611.7 -0.0200741 50725.4
